ID,Label,Type,Image,birthPlaceLabel,birthCountryLabel,deathPlaceLabel,deathCountryLabel,Samengestelde werkplaatsen,Samengestelde woonplaatsen,Bijhorendland,BijhorendlandLabel
Q116522102,Sidonie Mahieu,Person,,Duinkerke,Frankrijk,Saint-Venant,Frankrijk,,,,
Q116620790,Sophia Elizabeth Peeters,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20Sophie%20Peeters.jpg,Sint-Pauwels,België,Sint-Pauwels,België,,,,
Q125365561,Sophie Marie Louise de Robiano,Person,,Rumillies,België,Kortrijk,België,,,,
Q122903266,Spencer Francis Smith,Person,,Londen,Verenigd Koninkrijk,,,,,,
Q175669,Stijn Streuvels,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Stijn%20Streuvels%20by%20Modest%20Huys.jpg,Heule,België,Ingooigem,België,,,,
Q175669,Stijn Streuvels,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Stijn%20Streuvels%20by%20Modest%20Huys%20%28cropped%29.jpg,Heule,België,Ingooigem,België,,,,
Q116621828,Stéphanie Hendryckx,Person,,Brugge,België,Loppem,België,,,,
Q123413906,Séraphine Cathérine De Wulf,Person,,Brugge,België,Brugge,België,,,,
Q56036026,Taco Hajo de Beer,Person,,Maarssen,Nederland,Den Haag,Nederland,,,,
Q116620970,Teresa Hercy,Person,,Maidenhead,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q115809464,Theodoor Luyssen,Person,,Veurne,België,Brugge,België,,,,
Q121000890,Theofiel Van Heuverswyn,Person,,,,,,,,,
Q719358,Theophiel Coopman,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Theophiel%20Coopman%20%281852-1915%29.jpg,Gent,België,Schaarbeek,België,,,,
Q115818718,Theophiel Goethals,Person,,Brugge,België,Brugge,België,,,,
Q115829884,Theophilus Roucourt,Person,,Diest,België,Berchem,België,,,,
Q7790140,Thomas Grant,Person,,Ligny-lès-Aire,Frankrijk,Rome,Italië,,,,
Q120248482,Thomas Harrison Sale,Person,,Manchester,Verenigd Koninkrijk,Manchester,Verenigd Koninkrijk,,,,
Q116687401,Thérèse Hubertine Abels,Person,,Roermond,Nederland,,,,,,
Q125274323,Valentine Josephine Marie Terrière,Person,,Izegem,België,Straatsburg,Frankrijk,,,,
Q3557112,Victor Alexis dela Montagne,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20De%20la%20Montagne.png,Antwerpen,België,Sainte-Adresse,Frankrijk,,,,
Q115818151,Victor Beheyt,Person,,Menen,België,Kortrijk,België,,,,
Q80079104,Victor Huys,Person,,Geluwe,België,Zillebeke,België,,,,
Q136747037,Victor Julien Coornaert,Person,,Kortrijk,België,Dottenijs,België,,,,
Q51168899,Victor Lambrecht,Person,,Oostrozebeke,België,,,,,,
Q115817390,Victor Lanssen,Person,,Roeselare,België,Eernegem,België,,,,
Q118151362,Victor Leonardus Franciscus Goethals,Person,,Tielt,België,Kortrijk,België,,,,
Q113681935,Victor Van Coillie,Person,,Beveren,België,Ingelmunster,België,,,,
Q120920568,Victor Van De Kerckhove,Person,,,,,,,,,
Q123615494,Victor Vercruysse,Person,,Kortrijk,België,Kortrijk,België,,,,
Q115823191,Vincent Lefere,Person,,Oostnieuwkerke,België,Rollegem-Kapelle,België,,,,
Q125394996,Virginie Nyffels,Person,,Bissegem,België,Heule,België,,,,
Q120629807,Vital De Vos,Person,,Eksaarde,België,,,,,,
Q125544971,Vitalis Jerome Joannes Trogh,Person,,Brugge,België,,,,,,
Q322106,Walter William Skeat,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Walter%20William%20Skeat.jpg,Londen,Verenigd Koninkrijk,Cambridge,Verenigd Koninkrijk,,,,
Q29019503,Willem De Vreese,Person,http://commons.wikimedia.org/wiki/Special:FilePath/WillemDeVreese.jpg,Gent,België,Voorschoten,Nederland,,,,
Q18093100,Willem Lodewijk van Helten,Person,http://commons.wikimedia.org/wiki/Special:FilePath/WLvanHelten.jpg,Hedel,Nederland,Den Haag,Nederland,,,,
Q118644563,William Crombleholme,Person,,Chipping,Verenigd Koninkrijk,Boston,Verenigde Staten,,,,
Q2062803,William Henry James Weale,Person,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Weale.jpg,Marylebone,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q125535061,William Leadbitter,Person,,Q1425428,Verenigd Koninkrijk,Q1425428,Verenigd Koninkrijk,,,,
Q120471627,William Thompson,Person,,,,,,,,,
Q118766019,William Woodlock,Person,,Dublin,Ierland,Brugge,België,,,,
Q116620896,Zulma De Bo,Person,,Meulebeke,België,Meulebeke,België,,,,
Q120514200,Élie Henri Marie Félix de Coussemaker,Person,,Belle,Frankrijk,Belle,Frankrijk,,,,
Q1425428,Newcastle upon Tyne ,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q5125864,"
Clapham Common",Place,,,,,,,,Q145,Verenigd Koninkrijk
Q5688340,Hazlewood Castle,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q67574558,Staffordshire,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q7650196,Sutton ,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q7683408,Tanjong Bungah,Place,,,,,,,,Q833,Maleisië
Q1809061,s-Heer Abtskerke,Place,,,,,,,,Q55,Nederland
Q2766547,s-Hertogenbosch,Place,,,,,,,,Q55,Nederland
Q2603716,Aalbeke,Place,,,,,,,,Q31,België
Q13121,Aalst,Place,,,,,,,,Q31,België
Q300970,Aalter,Place,,,,,,,,Q31,België
Q955,Aardenburg,Place,,,,,,,,Q55,Nederland
Q273442,Aarschot,Place,,,,,,,,Q31,België
Q2750562,Aarsele,Place,,,,,,,,Q31,België
Q2751461,Aartrijke,Place,,,,,,,,Q31,België
Q95096,Aat,Place,,,,,,,,Q31,België
Q36405,Aberdeen,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1622949,Accrington,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q301745,Adinkerke,Place,,,,,,,,Q31,België
Q47465,Aix-en-Provence,Place,,,,,,,,Q142,Frankrijk
Q1017,Aken,Place,,,,,,,,Q183,Duitsland
Q661993,Alsemberg,Place,,,,,,,,Q31,België
Q448840,Alveringem,Place,,,,,,,,Q31,België
Q727,Amsterdam,Place,,,,,,,,Q55,Nederland
Q9899,Amsterdam,Place,,,,,,,,Q55,Nederland
Q12886,Anderlecht,Place,,,,,,,,Q31,België
Q499594,Ans,Place,,,,,,,,Q31,België
Q126898,Antibes,Place,,,,,,,,Q142,Frankrijk
Q12892,Antwerpen,Place,,,,,,,,Q31,België
Q614274,Anzegem,Place,,,,,,,,Q31,België
Q724577,Appels,Place,,,,,,,,Q31,België
Q632471,Archbold,Place,,,,,,,,Q30,Verenigde Staten
Q639974,Ardooie,Place,,,,,,,,Q31,België
Q414,Argentinië,Place,,,,,,,,Q414,Argentinië
Q716658,Arundel,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2741141,Aspelare,Place,,,,,,,,Q31,België
Q3474562,Asper,Place,,,,,,,,Q31,België
Q739996,Assebroek,Place,,,,,,,,Q31,België
Q408,Australië,Place,,,,,,,,Q408,Australië
Q177133,Avelgem,Place,,,,,,,,Q31,België
Q842943,Baardegem,Place,,,,,,,,Q31,België
Q2878342,Bachte-Maria-Leerne,Place,,,,,,,,Q31,België
Q723651,Balen,Place,,,,,,,,Q31,België
Q17856,Ballarat,Place,,,,,,,,Q408,Australië
Q1492,Barcelona,Place,,,,,,,,Q29,Spanje
Q4865580,Barton upon Irwell,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q22889,Bath,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q4869146,Bathwick,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q705013,Bavikhove,Place,,,,,,,,Q31,België
Q41890,Bayswater,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2660843,Bedminster,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q687921,Beernem,Place,,,,,,,,Q31,België
Q2789957,Bekegem,Place,,,,,,,,Q31,België
Q10686,Belfast,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q332310,Belle,Place,,,,,,,,Q142,Frankrijk
Q2346906,Bellegem,Place,,,,,,,,Q31,België
Q79980,Benares,Place,,,,,,,,Q668,India
Q708708,Bendorf,Place,,,,,,,,Q183,Duitsland
Q818804,Berchem,Place,,,,,,,,Q31,België
Q2896939,Berchem,Place,,,,,,,,Q31,België
Q334301,Berck,Place,,,,,,,,Q142,Frankrijk
Q49345973,Berck-Plage,Place,,,,,,,,Q142,Frankrijk
Q83407,Bergen,Place,,,,,,,,Q31,België
Q242407,Beringen,Place,,,,,,,,Q31,België
Q793584,Berlare,Place,,,,,,,,Q31,België
Q64,Berlijn,Place,,,,,,,,Q183,Duitsland
Q1988823,Betekom,Place,,,,,,,,Q31,België
Q270644,Beveren,Place,,,,,,,,Q31,België
Q2636574,Beveren,Place,,,,,,,,Q31,België
Q2289081,Beveren,Place,,,,,,,,Q31,België
Q2480040,Beveren-aan-de-IJzer,Place,,,,,,,,Q31,België
Q851718,Beverley,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2371714,Bevingen,Place,,,,,,,,Q31,België
Q2412352,Biervliet,Place,,,,,,,,Q55,Nederland
Q2256,Birmingham,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q873205,Bisdom Nottingham,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q875554,Bisdom Salford,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2708072,Bissegem,Place,,,,,,,,Q31,België
Q188313,Blackburn,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q328104,Blankenberge,Place,,,,,,,,Q31,België
Q890339,Boezinge,Place,,,,,,,,Q31,België
Q184579,Bolton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q4940251,Bolton le Moors,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q586,Bonn,Place,,,,,,,,Q183,Duitsland
Q954682,Booitshoeke,Place,,,,,,,,Q31,België
Q723972,Boom,Place,,,,,,,,Q31,België
Q834850,Borgerhout,Place,,,,,,,,Q31,België
Q499609,Borgloon,Place,,,,,,,,Q31,België
Q1021461,Bossuit,Place,,,,,,,,Q31,België
Q100,Boston,Place,,,,,,,,Q30,Verenigde Staten
Q217216,Bouillon,Place,,,,,,,,Q31,België
Q81997,Boulogne-sur-Mer,Place,,,,,,,,Q142,Frankrijk
Q170478,Bournemouth,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2854293,Bovekerke,Place,,,,,,,,Q31,België
Q1987052,Bovenkerk,Place,,,,,,,,Q55,Nederland
Q122607,Bow,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q693513,Brasschaat,Place,,,,,,,,Q31,België
Q2773,Braunschweig,Place,,,,,,,,Q183,Duitsland
Q742920,Bredene,Place,,,,,,,,Q31,België
Q1013528,Brentford,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q12193,Brest,Place,,,,,,,,Q142,Frankrijk
Q2510121,Brielen,Place,,,,,,,,Q31,België
Q131491,Brighton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q34932,Brisbane,Place,,,,,,,,Q408,Australië
Q23154,Bristol,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1054923,Brits Hongkong,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q918153,Brits-Ceylon,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q129286,Brits-Indië,Place,,,,,,,,Q8680,Britse Rijk
Q146690,Brixton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q180356,Broadway,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2926028,Brompton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q4974338,Brook Green,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q12994,Brugge,Place,,,,,,,,Q31,België
Q239,Brussel,Place,,,,,,,,Q31,België
Q1486,Buenos Aires,Place,,,,,,,,Q414,Argentinië
Q202309,Buggenhout,Place,,,,,,,,Q31,België
Q2928134,Bulskamp,Place,,,,,,,,Q31,België
Q516951,Cahir,Place,,,,,,,,Q27,Ierland
Q864668,Caithness,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1348,Calcutta,Place,,,,,,,,Q668,India
Q1027584,Calverley,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q385060,Camberwell,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q350,Cambridge,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q16,Canada,Place,,,,,,,,Q16,Canada
Q743535,Chelsea,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1297,Chicago,Place,,,,,,,,Q30,Verenigde Staten
Q29520,China,Place,,,,,,,,#N/A,
Q2564391,Chipping,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1065474,Chipping Norton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q925424,Christchurch,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q146659,Clapham,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q5125871,Clapham Park,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2376216,Clifton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2031231,Clonegal,Place,,,,,,,,Q27,Ierland
Q187402,County Cavan,Place,,,,,,,,Q27,Ierland
Q747599,Covington,Place,,,,,,,,Q30,Verenigde Staten
Q587996,Cowes,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q239091,Croix,Place,,,,,,,,Q142,Frankrijk
Q1861723,Dadizele,Place,,,,,,,,Q31,België
Q659895,Dalkey,Place,,,,,,,,Q27,Ierland
Q323408,Damme,Place,,,,,,,,Q31,België
Q577334,Danville,Place,,,,,,,,Q30,Verenigde Staten
Q921682,De Klijte,Place,,,,,,,,Q31,België
Q674954,De Panne,Place,,,,,,,,Q31,België
Q960518,Deer Lodge,Place,,,,,,,,Q30,Verenigde Staten
Q822771,Deerlijk,Place,,,,,,,,Q31,België
Q21768611,Deerlijk,Place,,,,,,,,Q31,België
Q1991101,Deftinge,Place,,,,,,,,Q31,België
Q36600,Den Haag,Place,,,,,,,,Q55,Nederland
Q696825,Denderleeuw,Place,,,,,,,,Q31,België
Q13122,Dendermonde,Place,,,,,,,,Q31,België
Q742906,Dentergem,Place,,,,,,,,Q31,België
Q1988333,Desteldonk,Place,,,,,,,,Q31,België
Q12439,Detroit,Place,,,,,,,,Q30,Verenigde Staten
Q1026699,Devizes,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q23156,Devon,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q743236,Diest,Place,,,,,,,,Q31,België
Q7003,Dijon,Place,,,,,,,,Q142,Frankrijk
Q2199190,Dikkebus,Place,,,,,,,,Q31,België
Q215244,Diksmuide,Place,,,,,,,,Q31,België
Q533936,Dion-Valmont,Place,,,,,,,,Q31,België
Q165736,Doesburg,Place,,,,,,,,Q55,Nederland
Q3033905,Dolhain,Place,,,,,,,,Q31,België
Q173219,Doornik,Place,,,,,,,,Q31,België
Q2022299,Doornzele,Place,,,,,,,,Q31,België
Q23159,Dorset,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2692740,Dottenijs,Place,,,,,,,,Q31,België
Q2117660,Dranouter,Place,,,,,,,,Q31,België
Q688377,Drogenbos,Place,,,,,,,,Q31,België
Q207223,Drogheda,Place,,,,,,,,Q27,Ierland
Q1260195,Drongen,Place,,,,,,,,Q31,België
Q1761,Dublin,Place,,,,,,,,Q27,Ierland
Q3040923,Dudzele,Place,,,,,,,,Q31,België
Q45797,Duinkerke,Place,,,,,,,,Q142,Frankrijk
Q34779,Dumbarton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q204956,Dundalk,Place,,,,,,,,Q27,Ierland
Q179815,Durham,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1610804,East Preston,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q23436,Edinburgh,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2006337,Eernegem,Place,,,,,,,,Q31,België
Q3049134,Egem,Place,,,,,,,,Q31,België
Q2526091,Eindhout,Place,,,,,,,,Q31,België
Q2693730,Eine,Place,,,,,,,,Q31,België
Q12012813,Ekkergem,Place,,,,,,,,Q31,België
Q2488256,Eksaarde,Place,,,,,,,,Q31,België
Q1021018,El Harrach,Place,,,,,,,,Q262,Algerije
Q2803757,Elene,Place,,,,,,,,Q31,België
Q1981740,Elham,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2475316,Ellignies-Sainte-Anne,Place,,,,,,,,Q31,België
Q208713,Elsene,Place,,,,,,,,Q31,België
Q2575787,Elverdinge,Place,,,,,,,,Q31,België
Q2681034,Emelgem,Place,,,,,,,,Q31,België
Q6697,Empoli,Place,,,,,,,,Q38,Italië
Q1219676,Emsworth,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q21,Engeland,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q44762,Entre Ríos,Place,,,,,,,,Q414,Argentinië
Q2085862,Esen,Place,,,,,,,,Q31,België
Q724283,Essen,Place,,,,,,,,Q31,België
Q2261514,Ettelgem,Place,,,,,,,,Q31,België
Q192859,Etterbeek,Place,,,,,,,,Q31,België
Q2309565,Everberg,Place,,,,,,,,Q31,België
Q12997,Evergem,Place,,,,,,,,Q31,België
Q663930,Fives,Place,,,,,,,,Q142,Frankrijk
Q2044,Florence,Place,,,,,,,,Q38,Italië
Q3074712,Flône,Place,,,,,,,,Q31,België
Q1010212,Fortrose,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q142,Frankrijk,Place,,,,,,,,Q142,Frankrijk
Q464454,Geel,Place,,,,,,,,Q31,België
Q949276,Geluveld,Place,,,,,,,,Q31,België
Q1963590,Geluwe,Place,,,,,,,,Q31,België
Q1296,Gent,Place,,,,,,,,Q31,België
Q499532,Geraardsbergen,Place,,,,,,,,Q31,België
Q1021457,Gijzelbrechtegem,Place,,,,,,,,Q31,België
Q815948,Gistel,Place,,,,,,,,Q31,België
Q2625637,Gits,Place,,,,,,,,Q31,België
Q984868,Glabbeek,Place,,,,,,,,Q31,België
Q4093,Glasgow,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q383912,Glossop,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q81220,Goes,Place,,,,,,,,Q55,Nederland
Q749,Groningen,Place,,,,,,,,Q55,Nederland
Q23666,Groot-Brittannië,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q23306,Groot-Londen,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q769160,Groot-Sinten,Place,,,,,,,,Q142,Frankrijk
Q1978079,Gullegem,Place,,,,,,,,Q31,België
Q1557796,Gwanda,Place,,,,,,,,Q954,Zimbabwe
Q9920,Haarlem,Place,,,,,,,,Q55,Nederland
Q1361,Haiderabad,Place,,,,,,,,Q668,India
Q109042,Halden,Place,,,,,,,,Q20,Noorwegen
Q631265,Halewijn,Place,,,,,,,,Q142,Frankrijk
Q210003,Halle,Place,,,,,,,,Q31,België
Q391294,Hamme,Place,,,,,,,,Q31,België
Q277162,Hammersmith,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q25610,Hampstead,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2741641,Handzame,Place,,,,,,,,Q31,België
Q2647040,Hansbeke,Place,,,,,,,,Q31,België
Q478797,Harelbeke,Place,,,,,,,,Q31,België
Q58780,Hasselt,Place,,,,,,,,Q31,België
Q29245,Hastings,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q473892,Haubourdin,Place,,,,,,,,Q142,Frankrijk
Q5685502,"Hawthorn Hill, Berkshire",Place,,,,,,,,Q145,Verenigd Koninkrijk
Q11131,Hazebroek,Place,,,,,,,,Q142,Frankrijk
Q2195310,Hedel,Place,,,,,,,,Q55,Nederland
Q1849663,Heestert,Place,,,,,,,,Q31,België
Q2966,Heidelberg,Place,,,,,,,,Q183,Duitsland
Q2974907,Heist,Place,,,,,,,,Q31,België
Q2134798,Heldergem,Place,,,,,,,,Q31,België
Q724448,Hemiksem,Place,,,,,,,,Q31,België
Q842744,Herdersem,Place,,,,,,,,Q31,België
Q9681,Hertford,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q3110823,Heule,Place,,,,,,,,Q31,België
Q1966966,Heusden,Place,,,,,,,,Q31,België
Q9845,Heusden,Place,,,,,,,,Q31,België
Q124394,Highbury,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q123947,Highgate,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q9934,Hilversum,Place,,,,,,,,Q55,Nederland
Q267663,Hoboken,Place,,,,,,,,Q31,België
Q207095,Hoei,Place,,,,,,,,Q31,België
Q641278,Hoeilaart,Place,,,,,,,,Q31,België
Q2004020,Hofstade,Place,,,,,,,,Q31,België
Q696907,Hooglede,Place,,,,,,,,Q31,België
Q724638,Hoogstraten,Place,,,,,,,,Q31,België
Q1840847,Houtem,Place,,,,,,,,Q31,België
Q696942,Houthulst,Place,,,,,,,,Q31,België
Q3051137,Hulme,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1990660,Hulste,Place,,,,,,,,Q31,België
Q189,IJsland,Place,,,,,,,,Q189,IJsland
Q281181,Ichtegem,Place,,,,,,,,Q31,België
Q102728,Ieper,Place,,,,,,,,Q31,België
Q213137,Indië,Place,,,,,,,,#N/A,
Q822748,Ingelmunster,Place,,,,,,,,Q31,België
Q1012352,Ingooigem,Place,,,,,,,,Q31,België
Q125163,Islington,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q38,Italië,Place,,,,,,,,Q38,Italië
Q392337,Izegem,Place,,,,,,,,Q31,België
Q2551514,Jelsum,Place,,,,,,,,Q55,Nederland
Q2863278,Jonkershove,Place,,,,,,,,Q31,België
Q2333747,Kachtem,Place,,,,,,,,Q31,België
Q492453,Kampenhout,Place,,,,,,,,Q31,België
Q203197,Kandy,Place,,,,,,,,Q854,Sri Lanka
Q111434472,Kasteel Ter Beken,Place,,,,,,,,Q31,België
Q705020,Kaster,Place,,,,,,,,Q31,België
Q3181967,Keiem,Place,,,,,,,,Q31,België
Q1024880,Kemmel,Place,,,,,,,,Q31,België
Q288781,Kensington,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q1012349,Kerkhove,Place,,,,,,,,Q31,België
Q3195527,Kersbeek-Miskom,Place,,,,,,,,Q31,België
Q951571,Kessel-Lo,Place,,,,,,,,Q31,België
Q6403209,Khushpur,Place,,,,,,,,Q843,Pakistan
Q15238339,Kibanga,Place,,,,,,,,Q974,Congo-Kinshasa
Q13123333,Kibanga,Place,,,,,,,,Q974,Congo-Kinshasa
Q3196450,Kieldrecht,Place,,,,,,,,Q31,België
Q623382,Killarney,Place,,,,,,,,Q27,Ierland
Q32508,Kingston upon Thames,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2321706,Kingston upon Thames,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q3838,Kinshasa,Place,,,,,,,,Q974,Congo-Kinshasa
Q498655,Klemskerke,Place,,,,,,,,Q31,België
Q1937157,Klerken,Place,,,,,,,,Q31,België
Q912069,Knesselare,Place,,,,,,,,Q31,België
Q822795,Koekelare,Place,,,,,,,,Q31,België
Q2463781,Komen,Place,,,,,,,,Q31,België
Q76048,Kongo-Vrijstaat,Place,,,,,,,,#N/A,
Q2731701,Kooigem,Place,,,,,,,,Q31,België
Q2746117,Koolkerke,Place,,,,,,,,Q31,België
Q2181673,Koolskamp,Place,,,,,,,,Q31,België
Q3198907,Korbeek-Lo,Place,,,,,,,,Q31,België
Q822763,Kortemark,Place,,,,,,,,Q31,België
Q12995,Kortrijk,Place,,,,,,,,Q31,België
Q21767298,Kortrijk,Place,,,,,,,,Q31,België
Q817375,Kruishoutem,Place,,,,,,,,Q31,België
Q731501,Kuurne,Place,,,,,,,,Q31,België
Q11739,Lahore,Place,,,,,,,,Q843,Pakistan
Q202059,Lambeth,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q23077,Lancashire,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q943502,Landen,Place,,,,,,,,Q31,België
Q726498,Langemark,Place,,,,,,,,Q31,België
Q62132,Lapland,Place,,,,,,,,Q33,Finland
Q2127148,Lauwe,Place,,,,,,,,Q31,België
Q2802143,Ledeberg,Place,,,,,,,,Q31,België
Q735842,Ledegem,Place,,,,,,,,Q31,België
Q25390,Leeuwarden,Place,,,,,,,,Q55,Nederland
Q1827485,Leffinge,Place,,,,,,,,Q31,België
Q43631,Leiden,Place,,,,,,,,Q55,Nederland
Q2079,Leipzig,Place,,,,,,,,Q183,Duitsland
Q12993,Lembeke,Place,,,,,,,,Q31,België
Q696887,Lendelede,Place,,,,,,,,Q31,België
Q736120,Leopoldsburg,Place,,,,,,,,Q31,België
Q690948,Lettelingen,Place,,,,,,,,Q31,België
Q118958,Leuven,Place,,,,,,,,Q31,België
Q696871,Lichtervelde,Place,,,,,,,,Q31,België
Q12460,Lier,Place,,,,,,,,Q31,België
Q1025511,Ligny-lès-Aire,Place,,,,,,,,Q142,Frankrijk
Q133315,Limerick,Place,,,,,,,,Q27,Ierland
Q2049606,Linden,Place,,,,,,,,Q31,België
Q1924402,Lissewege,Place,,,,,,,,Q31,België
Q24826,Liverpool,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q2791245,Lo,Place,,,,,,,,Q31,België
Q822790,Lo-Reninge,Place,,,,,,,,Q31,België
Q735827,Lochristi,Place,,,,,,,,Q31,België
Q2132237,Loker,Place,,,,,,,,Q31,België
Q1998586,Loksbergen,Place,,,,,,,,Q31,België
Q84,Londen,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q587819,Londerzeel,Place,,,,,,,,Q31,België
Q1626288,Long Eaton,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q274325,Loos,Place,,,,,,,,Q142,Frankrijk
Q2340735,Loppem,Place,,,,,,,,Q31,België
Q3475001,Lotenhulle,Place,,,,,,,,Q31,België
Q840968,Lovendegem,Place,,,,,,,,Q31,België
Q3992,Luik,Place,,,,,,,,Q31,België
Q261414,Lumbres,Place,,,,,,,,Q142,Frankrijk
Q4191,Luzern,Place,,,,,,,,Q39,Zwitserland
Q932008,Maarssen,Place,,,,,,,,Q55,Nederland
Q1309,Maastricht,Place,,,,,,,,Q55,Nederland
Q3234954,Machelen,Place,,,,,,,,Q31,België
Q2807,Madrid,Place,,,,,,,,Q29,Spanje
Q238803,Maidenhead,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q498858,Maillane,Place,,,,,,,,Q142,Frankrijk
Q12896,Maldegem,Place,,,,,,,,Q31,België
Q18125,Manchester,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q13581283,Maredsous,Place,,,,,,,,Q31,België
Q100037,Margraten,Place,,,,,,,,Q55,Nederland
Q13815099,Maria-Aalter,Place,,,,,,,,Q31,België
Q1015356,Mariakerke,Place,,,,,,,,Q31,België
Q2166168,Mariakerke,Place,,,,,,,,Q31,België
Q3099657,Marke,Place,,,,,,,,Q31,België
Q2535447,Markegem,Place,,,,,,,,Q31,België
Q23482,Marseille,Place,,,,,,,,Q142,Frankrijk
Q123634,Marylebone,Place,,,,,,,,Q145,Verenigd Koninkrijk
Q597997,Massemen,Place,,,,,,,,Q31,België
Q211073,Matadi,Place,,,,,,,,Q974,Congo-Kinshasa
Q2656389,Mauritius Eiland,Place,,,,,,,,Q1027,Mauritius
Q2166865,Mazenzele,Place,,,,,,,,Q31,België
Q162022,Mechelen,Place,,,,,,,,Q31,België
Q2132066,Mechelen-Bovelingen,Place,,,,,,,,Q31,België
Q2561079,Meetkerke,Place,,,,,,,,Q31,België
Q1849098,Meigem,Place,,,,,,,,Q31,België
