ID,Label,Type,Image,birthPlaceLabel,birthCountryLabel,deathPlaceLabel,deathCountryLabel,Samengestelde werkplaatsen,Samengestelde woonplaatsen,Bijhorendland,BijhorendlandLabel
Q113925472,Edward Van Robays,Person,,Egem,België,Indië,,,,,
Q110039219,Edward Verschelde,Person,,Otegem,België,Kuurne,België,,,,
Q119217748,Edward Vlietinck,Person,,Oostende,België,Berchem,België,,,,
Q123697088,Edward William Fulker,Person,,"Hawthorn Hill, Berkshire",Verenigd Koninkrijk,East Preston,Verenigd Koninkrijk,,,,
Q116621171,Elisa Robinson,Person,,Londen,Verenigd Koninkrijk,Brugge,België,,,,
Q121078322,Elisabeth Josèphe Thérèse van den Broeck,Person,,Sint-Niklaas,België,Kortrijk,België,,,,
Q116689485,Elisabeth Latham,Person,,Killarney,Ierland,Brugge,België,,,,
Q117229438,Elodie De Beer,Person,,Elene,België,Etterbeek,België,,,,
Q125859018,Elvina Marie Verbeke,Person,,Kortrijk,België,Kortrijk,België,,,,
Q122791049,Emfrentiana De Backere,Person,,Heusden,Nederland,Gent,België,,,,
Q115815852,Emiel De Brabandere,Person,,Tielt,België,Berck,Frankrijk,,,,
Q116679969,Emiel De Visschere,Person,,Ruddervoorde,België,Brugge,België,,,,
Q13576607,Emiel Demonie,Person,,Roeselare,België,Brugge,België,,,,
Q2183646,Emiel Lauwers,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Emiel%20Lauwers%20-%20Kortrijk%20-%20Belgi%C3%AB.jpg,Ingelmunster,België,Kortrijk,België,,,,
Q115835605,Emiel Minne,Person,,Tielt,België,Brugge,België,,,,
Q122915335,Emiel Van Den Berghe,Person,,,,,,,,,
Q115811038,Emile Dambre,Person,,Vlamertinge,België,Oostkamp,België,,,,
Q120900509,Emile Florimond Herman Van Biervliet,Person,,Brugge,België,Mortsel,België,,,,
Q120644522,Emile Henri Adolphe Descamps,Person,,Wormhout,Frankrijk,Groot-Sinten,Frankrijk,,,,
Q115825992,Emile Tillieux,Person,,Kortrijk,België,Ieper,België,,,,
Q115808465,Emile Vandale,Person,,Kortrijk,België,Nottingham,Verenigd Koninkrijk,,,,
Q122831483,Emilie Marie Justine Demonie,Person,,Roeselare,België,Roeselare,België,,,,
Q113486838,Emilie van Outryve d'Ydewalle,Person,,Brugge,België,Marke,België,,,,
Q117227040,Emily Jane Martin,Person,,Londen,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q117226377,Emma Crombet,Person,,Kortrijk,België,Kortrijk,België,,,,
Q1334711,Emmanuel Hiel,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Hiel%2C%20Emmanuel%20%281834-1899%29%3B%20dichter%20en%20schrijver%2C%20Nauwens%2C%20Joseph%2C%20Felixarchief%2C%2012%2012840.jpg,Sint-Gillis-bij-Dendermonde,België,Schaarbeek,België,,,,
Q1334711,Emmanuel Hiel,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Hiel%2C%20Emmanuel%20%281834-1899%29%3B%20dichter%20en%20schrijver%2C%20Nauwens%2C%20Joseph%2C%20Felixarchief%2C%2012%2012840.jpg,Dendermonde,België,Schaarbeek,België,,,,
Q120855316,Ernest Albin Smith,Person,,Londen,Verenigd Koninkrijk,Brisbane,Australië,,,,
Q125282135,Ernest Edouard Marie Eeman,Person,,,,,,,,,
Q3080591,Ernest Marie Joseph Martin Michel van Caloen,Person,,Loppem,België,Brugge,België,,,,
Q62080181,Ernest Rembry,Person,,Moorsele,België,Brugge,België,,,,
Q125275288,Ernestine De Seille,Person,,Aalter,België,Brugge,België,,,,
Q125352256,Ernestine Francisca Marie Van Langermeersch,Person,,Brugge,België,,,,,,
Q132321245,Esther Martine Eugénie Clémence Marie Ghislaine De Zitter,Person,,Brugge,België,Roeselare,België,,,,
Q42196616,Eugeen de Lepeleer,Person,,Sint-Maria-Oudenhove,België,Gent,België,,,,
Q2546317,Eugeen van Oye,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Eugeen%20van%20Oye%20-%20Statue%20in%20Gistel.jpg,Torhout,België,Gistel,België,,,,
Q57197744,Eugeen-Karel Van Steenkiste,Person,,Brugge,België,Brugge,België,,,,
Q123414143,Eugenie Marie Delbaere,Person,,Ardooie,België,,,,,,
Q120556695,Eugène Charles Jean Valentin de Peñaranda,Person,,Brussel,België,Brugge,België,,,,
Q56036023,Eugène Cortyl,Person,,,,Hazebroek,Frankrijk,,,,
Q123052123,Eugénie Barbe Peel,Person,,Kortrijk,België,Kortrijk,België,,,,
Q116621789,Eugénie De Neve,Person,,Heist,België,Heist,België,,,,
Q115814591,Evarist De Boeck,Person,,Hofstade,België,Eindhout,België,,,,
Q115855636,Febronie Lemettre,Person,,Lendelede,België,Brugge,België,,,,
Q2770967,Felix Achille de Bethune,Person,,Kortrijk,België,Brugge,België,,,,
Q120191174,Felix De Nolf,Person,,,,,,,,,
Q115981938,Felix Degrendel,Person,,Beveren,België,Beveren,België,,,,
Q115838563,Felix Verstraete,Person,,Egem,België,Sint-Kruis,België,,,,
Q2684959,Ferdinand Van de Putte,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Van%20de%20Putte.jpg,Rumbeke,België,Kortrijk,België,,,,
Q2065109,Ferdinand Vanderhaeghen,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Vander%20Haeghen.jpg,Gent,België,Gent,België,,,,
Q125365215,Flora Maria Mastraeten,Person,,Leuven,België,Kortrijk,België,,,,
Q116660566,Florence Gezelle,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20van%20Florence%20Gezelle.jpg,Brugge,België,Heule,België,,,,
Q115981931,Florimond Vanden Bulcke,Person,,Sint-Denijs,België,Kuurne,België,,,,
Q116509612,Francesca Christophers,Person,,St Pancras,Verenigd Koninkrijk,Elham,Verenigd Koninkrijk,,,,
Q119039938,Francis Lawrence Weale,Person,,Islington,Verenigd Koninkrijk,Reading,Verenigd Koninkrijk,,,,
Q122964092,Franciscus Augustus Van Wtberghe,Person,,Poperinge,België,Poperinge,België,,,,
Q115811922,Franciscus Benoot,Person,,Meulebeke,België,Kortrijk,België,,,,
Q115982485,Franciscus Boudeweel,Person,,Sint-Lievens-Houtem,België,Kortrijk,België,,,,
Q115831995,Franciscus-Xaverius Ciamberlani,Person,,Münster,Duitsland,Beveren,België,,,,
Q115982545,Franciscus-Xaverius Mervillie,Person,,Wontergem,België,Torhout,België,,,,
Q2361397,Frans De Cort,Person,,Antwerpen,België,Elsene,België,,,,
Q15461013,Frans De Potter,Person,http://commons.wikimedia.org/wiki/Special:FilePath/De%20Potter%20Frans%20070512.png,Gent,België,Gent,België,,,,
Q15956,Frans Schollaert,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Schollaert.jpg,Wilsele,België,Sainte-Adresse,Frankrijk,,,,
Q121078001,Frans Verbeke,Person,,Sint-Eloois-Vijve,België,Vancouver,Canada,,,,
Q120913841,François Auguste Van Costenoble,Person,,Belle,Frankrijk,Vleteren,Frankrijk,,,,
Q120504176,François De Brouwer,Person,,Brugge,België,Maredsous,België,,,,
Q136735429,François Joseph Brondel,Person,,Brugge,België,Brugge,België,,,,
Q1894475,François Van den Abeele,Person,,Brugge,België,Brugge,België,,,,
Q1286149,Frederick William Faber,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frederick%20William%20Faber.jpg,Calverley,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q42596,Frédéric Mistral,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Mistral%20portrait%20photo.jpg,Maillane,Frankrijk,Maillane,Frankrijk,,,,
Q122754021,Félicie Marie Heldenbergh,Person,,Kortrijk,België,Kortrijk,België,,,,
Q125351679,Félix Pierre Victor Raikem,Person,,Luik,België,Parijs,Frankrijk,,,,
Q122971209,George Parker,Person,,,,Oxford,Verenigd Koninkrijk,,,,
Q119796023,Georges Vincent Eugène Louis Beyaert,Person,,Kortrijk,België,Kortrijk,België,,,,
Q118725738,Georges William Gadd,Person,,Salford,Verenigd Koninkrijk,Zanesville,Verenigde Staten,,,,
Q118189985,Georgina Coxon,Person,,Killarney,Ierland,Brugge,België,,,,
Q2606766,Gerard van Caloen,Person,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20van%20Caloen%20%28detail%29.jpg,Loppem,België,Antibes,Frankrijk,,,,
Q2319173,Gerrit Jacob Boekenoogen,Person,http://commons.wikimedia.org/wiki/Special:FilePath/BoekenoogenGJ.jpg,Wormerveer,Nederland,Leiden,Nederland,,,,
Q116460145,Gerrit Pieter Roos,Person,,Aardenburg,Nederland,Croix,Frankrijk,,,,
Q122842009,Grace Sherrington,Person,,Preston,Verenigd Koninkrijk,,,,,,
